IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
IC,IC458,,,,G,Galaxy,07:10:34.15,+50:07:08.1,Lyn,0.9,0.39,173,14.4,,11.1,10.38,10.09,22.84,E-S0,,,,,2MASX J07103411+5007081,,,,
IC,IC459,,,,G,Galaxy,07:10:38.69,+50:10:38.4,Lyn,0.59,0.49,1,15.5,,12.42,11.71,11.29,23.38,,,,,,2MASX J07103863+5010377,,,,
IC,IC461,,,,G,Galaxy,07:10:45.04,+50:04:53.1,Lyn,0.63,0.48,36,15.7,,12.34,11.55,11.32,23.38,,,,,,2MASX J07104502+5004528,,,,
IC,IC462,,,,*,Star,07:10:55.81,+50:10:51.0,Lyn,,,,,,,,,,,,,,,,,IC 0462 is a Galactic star 13 arcsec southeast of 2MASX J07105477+5010569.,,
IC,IC463,,,,G,Galaxy,07:11:00.89,+50:07:03.7,Lyn,0.28,0.2,95,,,,,,,,,,,,2MASX J07110091+5007039,,,,
IC,IC466,,,,HII,HII Ionized region,07:08:38.80,-04:19:04.8,Mon,1,,,12.71,12.06,10.56,10.25,9.94,,,,,,,2MASX J07083878-0419046,,,,
IC,IC467,,,,G,Galaxy,07:30:18.39,+79:52:21.1,Cam,1.99,0.94,73,12.7,,10.75,10.28,10.04,22.8,SABc,,,,,2MASX J07301840+7952209,,,,
IC,IC470,,,,**,Double star,07:23:31.50,+46:04:43.2,Lyn,,,,13.89,12.93,12.37,12.11,12.04,,,,,,,,,,Formed by UCAC3 273-105055 + UCAC3 273-105054. Magnitudes referred to UCAC3 273-105055.,
IC,IC471,,,,G,Galaxy,07:43:36.45,+49:40:03.2,Lyn,0.66,0.66,23,14.2,,10.97,10.25,9.95,22.2,E,,,,,2MASX J07433643+4940035,,,,
IC,IC477,,,,G,Galaxy,07:52:06.93,+23:28:58.9,Gem,1.15,1.15,30,15.39,,11.32,10.64,10.32,24.56,E,,,,,2MASX J07520692+2328583,,,,
IC,IC479,,,,G,Galaxy,07:54:22.22,+27:00:31.8,Gem,0.61,0.51,171,15,,12.53,11.96,11.63,22.68,SABc,,,,,2MASX J07542224+2700312,,,,
IC,IC481,,,,G,Galaxy,07:59:02.86,+24:09:38.3,Gem,0.93,0.26,4,15.1,,11.95,11.19,10.9,22.81,Sb,,,,,2MASX J07590282+2409378,,,,
IC,IC482,,,,G,Galaxy,07:59:47.28,+25:21:25.1,Cnc,0.63,0.52,151,15,,12.4,11.85,11.45,22.68,SABb,,,,,2MASX J07594730+2521245,,,,
IC,IC483,,,,**,Double star,07:59:52.38,+25:55:31.2,Cnc,,,,,,,,,,,,,,,,,,,
IC,IC487,,NGC2494,,Dup,Galaxy,07:59:07.14,-00:38:16.5,Mon,,,,,,,,,,,,,,,,,,,
IC,IC494,,,,G,Galaxy,08:06:24.12,+01:02:09.8,CMi,1.32,0.64,48,14.3,,10.95,10.22,10,23.57,S0,,,,,2MASX J08062413+0102097,,,,
IC,IC496,,,IC2229,G,Galaxy,08:09:44.16,+25:52:53.8,Cnc,0.63,0.39,30,14.7,,12.32,11.6,11.33,23.06,E-S0,,,,,2MASX J08094417+2552542,,,,
IC,IC497,,,,G,Galaxy,08:10:06.07,+24:55:19.5,Cnc,0.78,0.39,177,15.17,14.26,11.97,11.26,11.02,22.98,Sa,,,,,2MASX J08100603+2455194,,,,
IC,IC501,,,,G,Galaxy,08:18:47.59,+24:32:14.7,Cnc,0.73,0.55,125,15.5,,12.76,12.02,11.85,23.43,SBa,,,,,2MASX J08184761+2432146,,,,
IC,IC502,,,,G,Galaxy,08:22:03.61,+08:45:09.4,Cnc,0.56,0.54,62,15.4,,12.37,11.73,11.49,23.02,E,,,,,2MASX J08220358+0845096,,,,
IC,IC503,,,,G,Galaxy,08:22:10.68,+03:16:05.0,Hya,1.33,1.03,110,14,,13.5,11.08,10.54,23.51,Sa,,,,,2MASX J08221069+0316045,,,,
IC,IC505,,,,G,Galaxy,08:23:21.67,+04:22:20.9,Hya,1.38,0.99,144,14.8,,11.03,10.28,9.98,23.63,Sab,,,,,2MASX J08232169+0422207,,,,
IC,IC507,,NGC2590,,Dup,Galaxy,08:25:02.00,-00:35:29.0,Hya,,,,,,,,,,,,,,,,,,,
IC,IC509,,,,G,Galaxy,08:32:03.50,+24:00:39.3,Cnc,1.02,0.92,57,14.6,,12.14,11.53,11.1,22.53,SABc,,,,,2MASX J08320355+2400391,,,,
IC,IC510,,,,GPair,Galaxy Pair,08:32:10.60,-02:09:44.0,Hya,0.8,,,,,,,,,,,,,,MCG +00-22-015,,,,
IC,IC515,,,,G,Galaxy,08:35:31.29,-01:54:04.0,Hya,1.04,0.58,34,15.6,,11.67,10.97,10.69,24.28,S0-a,,,,,2MASX J08353128-0154032,,,,
IC,IC517,,,,G,Galaxy,08:36:22.10,-02:03:20.0,Hya,0.61,0.34,29,15.4,,13.14,12.29,11.96,22.82,Sab,,,,,2MASX J08362210-0203200,,,,
IC,IC518,,,,Other,,08:36:06.95,+00:41:33.3,Hya,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC520,,,,G,Galaxy,08:53:42.26,+73:29:27.4,Cam,2.1,1.63,175,11.9,,9.67,9,8.72,22.87,SABa,,,,,2MASX J08534227+7329273,,,,
IC,IC525,,,,G,Galaxy,09:01:22.47,-01:51:14.3,Hya,0.95,0.33,10,14.9,,12.54,11.88,11.65,22.95,Sbc,,,,,2MASX J09012249-0151147,,,,
IC,IC528,,,,G,Galaxy,09:09:22.55,+15:47:46.2,Cnc,1.39,0.62,162,15.14,,11.92,11.23,10.92,23.96,Sab,,,,,2MASX J09092254+1547458,,,,
IC,IC530,,,,G,Galaxy,09:15:16.97,+11:53:08.5,Cnc,1.93,0.31,87,14.3,,10.94,10.23,9.91,23.36,Sab,,,,,2MASX J09151695+1153083,,,,
IC,IC532,,,,Other,,09:19:03.76,-16:45:17.8,Hya,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC533,,,,G,Galaxy,09:20:23.40,-03:59:31.3,Hya,0.95,0.27,155,15.72,,12.46,11.72,11.56,24.35,,,,,,2MASX J09202341-0359313,,,,
IC,IC536,,,,G,Galaxy,09:24:40.10,+25:06:36.7,Leo,1.09,0.22,24,15.3,,11.5,10.75,10.49,23.34,Sa,,,,,2MASX J09244012+2506365,,,,
IC,IC537,,,,G,Galaxy,09:25:22.61,-12:23:30.4,Hya,1.32,1.22,160,14.15,,10.64,9.98,9.71,23.4,S0-a,,,,,2MASX J09252259-1223294,,,,
IC,IC545,,,,G,Galaxy,09:36:05.36,+24:56:56.2,Leo,0.56,0.42,44,14.8,,12.97,12.35,12.38,22.36,Sab,,,,,2MASX J09360536+2456561,,,,
IC,IC546,,,,G,Galaxy,09:34:50.24,-16:23:03.9,Hya,1.27,0.7,103,14.83,,11.23,10.66,10.53,23.84,S0-a,,,,,2MASX J09345025-1623036,,,,
IC,IC547,,NGC2947,,Dup,Galaxy,09:36:05.79,-12:26:12.2,Hya,,,,,,,,,,,,,,,,,,,
IC,IC549,,,,G,Galaxy,09:40:43.23,+03:57:35.1,Sex,0.6,0.37,180,14.8,,13.81,13.05,12.54,22.36,I,,,,,2MASX J09404325+0357349,,,,
IC,IC550,,,,G,Galaxy,09:40:28.58,-06:56:45.8,Sex,1.07,0.7,34,14.5,,11.41,10.76,10.55,23.62,S0,,,,,2MASX J09402859-0656459,,,,
IC,IC562,,,,G,Galaxy,09:46:03.90,-03:58:16.2,Sex,1.22,0.28,162,14.67,,11.94,11.21,10.87,23.06,Sbc,,,,,2MASX J09460402-0358186,,,,
IC,IC565 NED02,,,,G,Galaxy,09:47:50.53,+15:51:06.8,Leo,1.24,0.27,51,15.1,,11.98,11.23,10.83,23.27,Sc,,,,,2MASX J09475018+1551043,,,,
IC,IC566,,,,G,Galaxy,09:49:56.39,-00:13:52.9,Sex,0.6,0.53,84,15.5,,12.04,11.32,11.12,23,S0-a,,,,,2MASX J09495641-0013529,,,,
IC,IC571,,,,G,Galaxy,09:52:31.57,+15:46:31.6,Leo,0.71,0.54,133,15.3,,11.86,11.07,10.71,23.27,SBab,,,,,2MASX J09523158+1546316,,,,
IC,IC572,,,,G,Galaxy,09:52:32.81,+15:49:36.7,Leo,0.54,0.53,130,14.8,,12.05,11.36,11.05,22.47,Sc,,,,,2MASX J09523282+1549366,,,,
IC,IC575,,,,G,Galaxy,09:54:32.93,-06:51:27.2,Sex,1.52,1.17,50,14.31,,10.6,9.87,9.51,23.68,Sa,,,,,2MASX J09543292-0651273,,,,
IC,IC582,,,,G,Galaxy,09:59:00.23,+17:49:01.7,Leo,0.97,0.91,85,14.7,,11.91,11.26,10.98,23.22,Sb,,,,,2MASX J09590018+1749021,,,,
IC,IC585,,,,G,Galaxy,09:59:44.12,+12:59:18.9,Leo,1.21,0.86,123,14.8,,11.67,10.9,10.63,24.01,E-S0,,,,,2MASX J09594411+1259192,,,,
IC,IC587,,,,G,Galaxy,10:03:05.17,-02:24:00.1,Sex,1.25,0.56,106,14.14,,11.94,11.19,10.67,22.96,SABb,,,,,2MASX J10030519-0224005,,,,
IC,IC590 NED01,,,,G,Galaxy,10:05:49.83,+00:38:00.1,Sex,1.06,0.78,105,14.2,,10.85,10.35,9.91,23.47,E-S0,,,,,2MASX J10054983+0038001,,,,
IC,IC592,,,,G,Galaxy,10:07:58.75,-02:29:50.1,Sex,0.92,0.75,26,14,,,,,22.63,Sbc,,,,,MCG +00-26-020,,,,
IC,IC593,,,,G,Galaxy,10:08:18.01,-02:31:36.5,Sex,0.81,0.58,97,14.2,,12.58,11.82,11.36,22.51,Sbc,,,,,2MASX J10081797-0231361,,,,
IC,IC594,,,,G,Galaxy,10:08:32.00,-00:40:00.7,Sex,1.11,0.56,131,14.7,,12.05,11.33,11.36,23.23,Sbc,,,,,2MASX J10083197-0040003,,,,
IC,IC597,,,,G,Galaxy,10:10:11.96,-06:53:57.3,Sex,0.5,0.23,170,15.57,,12.15,11.47,11.25,23.11,S0-a,,,,,2MASX J10101201-0653564,,,,
IC,IC598,,,,G,Galaxy,10:12:48.57,+43:08:43.9,UMa,1.65,0.41,7,13.8,,11.05,10.4,10.15,23.28,S0-a,,,,,2MASX J10124858+4308439,,,,
IC,IC601,,,,G,Galaxy,10:18:15.29,+07:02:19.8,Leo,0.47,0.22,37,15,,13.78,13.31,13.57,22.38,Scd,,,,,2MASX J10181525+0702199,,,,
IC,IC606,,NGC3217,,Dup,Galaxy,10:23:32.62,+10:57:35.0,Leo,,,,,,,,,,,,,,,,,,,
IC,IC611,,,IC610,Dup,Galaxy,10:26:28.37,+20:13:41.5,Leo,,,,,,,,,,,,,,,,,,,
IC,IC612,,,,G,Galaxy,10:27:05.86,+11:03:17.6,Leo,0.42,0.25,174,15.3,,12.19,11.52,11.23,22.6,S0,,,,,2MASX J10270587+1103173,,,,
IC,IC613,,,,G,Galaxy,10:27:07.79,+11:00:38.6,Leo,0.77,0.7,12,15.1,,11.63,10.92,10.69,23.34,E,,,,,2MASX J10270777+1100383,,,,
IC,IC615,,,,G,Galaxy,10:27:21.98,+11:04:47.9,Leo,1.22,0.36,143,15.1,,11.63,10.85,10.41,23.66,Sb,,,,,2MASX J10272197+1104483,,,,
IC,IC617,,NGC3280B,,Dup,Galaxy,10:32:43.81,-12:38:14.3,Hya,,,,,,,,,,,,,,,,,,,
IC,IC618,,NGC3296,,Dup,Galaxy,10:32:45.40,-12:43:02.7,Hya,,,,,,,,,,,,,,,,,,,
IC,IC619,,,,G,Galaxy,10:33:49.98,+12:52:42.1,Leo,0.84,0.65,177,14.8,,12.16,11.53,11.41,23.1,Sbc,,,,,2MASX J10335000+1252426,,,,
IC,IC621,,,,G,Galaxy,10:33:21.04,+02:36:58.1,Sex,0.9,0.62,82,15.1,,12.53,11.74,11.57,23.35,Sc,,,,,2MASX J10332103+0236582,,,,
IC,IC622,,NGC3279,,Dup,Galaxy,10:34:42.80,+11:11:50.4,Leo,,,,,,,,,,,,,,,,,,,
IC,IC624,,,,G,Galaxy,10:36:15.18,-08:20:02.2,Sex,2.42,0.55,39,13.5,,10.48,9.92,9.51,24.13,Sa,,,,,2MASX J10361516-0820021,,,,
IC,IC626,,,,G,Galaxy,10:36:57.10,-07:01:25.9,Sex,1.21,0.95,137,15.19,,11.21,10.47,10.12,24.08,E-S0,,,,,2MASX J10365709-0701258,,,,
IC,IC627,,,,G,Galaxy,10:37:19.89,-03:21:28.1,Sex,0.72,0.57,175,14.1,,11.88,11.17,10.77,22.52,Sa,,,,,2MASX J10371990-0321275,,,,
IC,IC630,,,,G,Galaxy,10:38:33.61,-07:10:13.9,Sex,2.12,1.67,150,13.3,,9.54,9.32,8.65,23.35,S0,,,,,2MASX J10383359-0710147,,,,
IC,IC634,,,,G,Galaxy,10:40:54.89,+05:59:30.6,Sex,1,0.38,116,15.1,,11.9,11.12,10.76,22.98,Sc,,,,,2MASX J10405489+0559308,,,,
IC,IC637,,,,G,Galaxy,10:42:21.92,+15:21:34.6,Leo,0.75,0.5,17,15.3,,12.33,11.58,11.13,23.41,S0-a,,,,,2MASX J10422188+1521346,,,,
IC,IC643,,,,G,Galaxy,10:49:27.18,+12:12:03.6,Leo,1.34,0.46,73,15.3,,11.71,10.99,10.82,24.25,S0-a,,,,,2MASX J10492718+1212041,,,,
IC,IC644,,NGC3398,,Dup,Galaxy,10:51:31.43,+55:23:27.5,UMa,,,,,,,,,,,,,,,,,,,
IC,IC648,,,,G,Galaxy,10:51:00.32,+12:17:14.6,Leo,0.94,0.74,158,14.9,,12.39,11.76,11.67,23.32,SBc,,,,,2MASX J10510033+1217147,,,,
IC,IC649,,,,GPair,Galaxy Pair,10:50:52.20,+01:09:50.0,Leo,0.7,,,,,,,,,,,,,,MCG +00-28-019,,,Diameter of the group inferred by the author.,
IC,IC655,,,,G,Galaxy,10:54:22.24,-00:21:53.9,Leo,1,0.27,48,15.3,,12.42,11.59,11.31,23.1,Sbc,,,,,2MASX J10542222-0021544,,,,
IC,IC658,,,,G,Galaxy,10:58:16.26,+08:14:30.0,Leo,1.08,0.85,43,14.6,,11.58,11.04,10.57,23.66,E,,,,,2MASX J10581628+0814296,,,,
IC,IC660,,,,G,Galaxy,10:58:26.66,+01:22:58.5,Leo,0.79,0.52,31,15.7,,12.04,11.44,11.26,23.86,E,,,,,2MASX J10582669+0122583,,,,
IC,IC662,,,,G,Galaxy,10:59:20.55,+01:35:55.8,Leo,0.78,0.58,71,15.46,,12.13,11.42,11.26,23.89,E,,,,,2MASX J10592052+0135556,,,,
IC,IC665,,,,G,Galaxy,11:00:29.93,-13:52:00.5,Crt,1.03,0.35,148,15.29,,11.83,11.16,10.97,23.36,Sab,,,,,2MASX J11002991-1352001,,,,
IC,IC672,,,,G,Galaxy,11:08:03.23,-12:29:03.0,Crt,0.75,0.33,155,,,11.94,11.22,10.83,,S0-a,,,,,2MASX J11080324-1229032,,,,
IC,IC676,,,,G,Galaxy,11:12:39.82,+09:03:21.0,Leo,1.85,1.31,0,13.4,,10.69,9.95,9.7,23.57,S0-a,,,,,2MASX J11123981+0903206,,,,
IC,IC677,,,,G,Galaxy,11:13:56.50,+12:18:03.9,Leo,1.43,0.6,45,13.6,,11.53,11.02,10.71,22.7,Sbc,,,,,2MASX J11135671+1218097,,,,
IC,IC678,,,,G,Galaxy,11:14:06.38,+06:34:37.9,Leo,0.78,0.5,141,15.1,,11.74,11.01,10.85,23.72,E,,,,,2MASX J11140638+0634376,,,,
IC,IC682,,NGC3649,,Dup,Galaxy,11:22:14.74,+20:12:30.7,Leo,,,,,,,,,,,,,,,,,,,
IC,IC690,,,,G,Galaxy,11:24:20.61,-08:20:31.1,Crt,1.17,0.46,170,15.6,,11.9,11.21,10.91,23.59,Sc,,,,,2MASX J11242059-0820305,,,,
IC,IC691,,,,G,Galaxy,11:26:44.32,+59:09:19.5,UMa,1.14,0.72,148,14.2,,11.92,11.27,10.86,21.78,S0,,,,,2MASX J11264427+5909197,,,,
IC,IC695,,,,G,Galaxy,11:27:58.29,-11:42:55.2,Crt,0.65,0.21,85,15.5,,12.53,11.85,11.42,,Sc,,,,,2MASX J11275827-1142549,,,,
IC,IC699,,,,G,Galaxy,11:29:06.49,+08:59:18.9,Leo,1.21,0.34,12,14.6,,11.2,10.42,10.2,22.85,SABb,,,,,2MASX J11290646+0859189,,,,
IC,IC700 NED01,,,,G,Galaxy,11:29:14.16,+20:34:52.0,Leo,0.2,0.13,0,16.38,,,,,21.22,I,,,,,MCG +04-27-047 NED01,,,,
IC,IC702,,,,G,Galaxy,11:30:54.71,-04:55:19.2,Leo,0.75,0.42,130,15.63,,12.07,11.29,11.03,23.64,S0-a,,,,,2MASX J11305469-0455190,,,,
IC,IC703,,NGC3704,,Dup,Galaxy,11:30:04.65,-11:32:46.8,Crt,,,,,,,,,,,,,,,,,,,
IC,IC705,,,,G,Galaxy,11:32:56.35,+50:14:30.7,UMa,0.77,0.5,34,15.1,,12.31,11.66,11.41,23.27,S0,,,,,2MASX J11325631+5014310,,,,
IC,IC707,,,,G,Galaxy,11:33:44.64,+21:22:48.2,Leo,0.65,0.52,5,14.4,,12.02,11.36,11.11,21.93,Sc,,,,,2MASX J11334460+2122474,,,,
IC,IC708,,,,G,Galaxy,11:33:59.22,+49:03:43.4,UMa,1.5,0.98,140,14.2,,11.11,10.33,10.1,23.86,E,,,,,2MASX J11335920+4903432,,,,
IC,IC710,,,,G,Galaxy,11:34:27.41,+25:52:35.3,Leo,0.8,0.49,180,15.7,,11.84,11.13,10.77,23.74,S0,,,,,2MASX J11342740+2552350,,,,
IC,IC712,,,,G,Galaxy,11:34:49.31,+49:04:39.7,UMa,3.02,0.89,91,14.8,,10.84,10.17,9.89,25.42,E,,,,,2MASX J11344932+4904388,,,,
IC,IC713,,,,*,Star,11:34:44.22,+16:50:48.8,Leo,,,,,,,,,,,,,,,SDSS J113444.21+165048.8,,The identification with IC 0713 is not certain.,,
IC,IC714,,NGC3763,,Dup,Galaxy,11:36:30.19,-09:50:48.1,Crt,,,,,,,,,,,,,,,,,,,
IC,IC715SE,,,,G,Galaxy,11:36:54.94,-08:22:43.4,Crt,,,,,,,,,,,,,,,,,,No data available in LEDA,
IC,IC717,,NGC3779,,Dup,Galaxy,11:38:51.05,-10:35:01.5,Crt,,,,,,,,,,,,,,,,,,,
IC,IC718,,,,G,Galaxy,11:39:52.77,+08:52:28.3,Vir,1.15,0.57,180,14.6,,,,,23.06,IB,,,,,MCG +02-30-007,,,,
IC,IC719,,,,G,Galaxy,11:40:18.51,+09:00:35.6,Vir,1.22,0.39,52,13.6,,10.68,9.98,9.67,22.85,S0,,,,,2MASX J11401849+0900354,,,,
IC,IC723,,,,G,Galaxy,11:42:57.60,-08:19:57.0,Crt,0.8,0.62,149,15.5,,12.21,11.59,11.34,22.7,I,,,,,2MASX J11425761-0819558,,,,
IC,IC724,,,,G,Galaxy,11:43:34.67,+08:56:32.9,Vir,2.39,0.73,59,13.8,,10.33,9.58,9.39,23.79,Sa,,,,,2MASX J11433467+0856331,,,,
IC,IC725,,,,G,Galaxy,11:43:29.34,-01:40:04.7,Vir,0.74,0.66,125,15.1,,11.76,11.04,10.72,23.2,E,,,,,2MASX J11432935-0140048,,,,
IC,IC727,,,,G,Galaxy,11:44:28.60,+10:47:01.7,Leo,1.65,0.28,161,15,,11.59,10.78,10.55,23.71,Sb,,,,,2MASX J11442860+1047016,,,,
IC,IC730,,NGC3849,,Dup,Galaxy,11:45:35.25,+03:13:54.6,Vir,,,,,,,,,,,,,,,,,,,
IC,IC732N,,,,G,Galaxy,11:45:59.43,+20:26:49.3,Leo,0.65,0.27,155,15.1,,12.87,12,11.58,23.1,I,,,,,2MASX J11455945+2026498,,,,
IC,IC734,,,,GPair,Galaxy Pair,11:46:03.80,-08:16:04.0,Crt,1.1,,,,,,,,,,,,,,MCG -01-30-031,,,Diameter of the group inferred by the author.,
IC,IC734 NED01,,,,G,Galaxy,11:46:03.75,-08:16:15.7,Crt,0.95,0.47,15,15.75,,11.98,11.34,11.18,24.49,E,,,,,2MASX J11460375-0816158,,,,
IC,IC734 NED02,,,,G,Galaxy,11:46:03.88,-08:15:53.9,Crt,0.83,0.71,12,,,,,,23.98,,,,,,2MASSJ11460383-0815539,,,,
IC,IC735,,,,G,Galaxy,11:48:12.80,+13:12:33.8,Leo,1.16,0.69,154,15,,13.57,12.96,12.77,23.69,SBd,,,,,2MASX J11481278+1312314,,,,
IC,IC737,,,,G,Galaxy,11:48:27.52,+12:43:38.6,Leo,0.82,0.7,108,14.7,,12.02,11.41,11.18,23.1,S0-a,,,,,2MASX J11482751+1243383,,,,
IC,IC738,,,,G,Galaxy,11:48:54.87,-04:40:55.0,Vir,0.8,0.47,99,14.69,,12.73,11.93,11.75,22.66,I,,,,,2MASX J11485487-0440551,,,,
IC,IC743,,,,G,Galaxy,11:53:22.26,-13:15:53.5,Crt,1.19,0.31,144,15.18,,12,11.38,11.47,23.22,SBc,,,,,2MASX J11532223-1315537,,,,
IC,IC746,,,,G,Galaxy,11:55:35.13,+25:53:22.0,Leo,1.01,0.46,169,14.5,,12.48,11.9,11.61,22.77,SBbc,,,,,2MASX J11553511+2553220,,,,
IC,IC749,,,,G,Galaxy,11:58:34.05,+42:44:02.5,UMa,2.13,1.71,159,13.4,12.52,11.28,10.69,10.45,23.04,Sc,,,,,2MASX J11583398+4244027,,,,
IC,IC753,,,,G,Galaxy,11:59:12.88,-00:31:25.8,Vir,1.07,0.69,24,14.3,,11.75,11.09,10.9,23.37,S0,,,,,2MASX J11591286-0031260,,,,
IC,IC754,,,,G,Galaxy,11:59:23.55,-01:39:16.3,Vir,0.96,0.74,29,14.05,,10.91,10.27,10.02,23.11,E,,,,,2MASX J11592357-0139167,,,,
IC,IC755,,NGC4019,,Dup,Galaxy,12:01:10.42,+14:06:15.5,Com,,,,,,,,,,,,,,,,,,,
IC,IC758,,,,G,Galaxy,12:04:11.88,+62:30:19.3,UMa,1.75,0.8,28,14.4,,,,,23.59,Sc,,,,,MCG +11-15-014,,,,
IC,IC759,,,,Other,,12:05:09.33,+20:15:36.0,Com,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC762,,,,G,Galaxy,12:08:11.96,+25:45:25.7,Com,0.79,0.5,144,14.8,,12.16,11.43,11.15,22.8,Sab,,,,,2MASX J12081195+2545261,,,,
IC,IC764,,,,G,Galaxy,12:10:14.19,-29:44:12.5,Hya,4.84,1.14,177,13.03,,10.66,10.09,9.71,23.93,SABc,,,,,2MASX J12101419-2944125,,,,
IC,IC769,,,,G,Galaxy,12:12:32.33,+12:07:25.7,Vir,2.2,1.51,37,14.1,,11.49,10.74,10.42,23.54,Sbc,,,,,2MASX J12123232+1207254,,,,
IC,IC771,,,,G,Galaxy,12:15:13.24,+13:11:04.3,Vir,0.72,0.58,92,14.9,,12.94,12.11,12.23,22.59,SBc,,,,,2MASX J12151319+1311042,,,,
IC,IC773,,,,G,Galaxy,12:18:08.09,+06:08:22.4,Vir,0.78,0.65,9,15.2,,11.81,11.16,10.91,22.7,S0-a,,,,,2MASX J12180809+0608222,,,,
IC,IC774,,,,G,Galaxy,12:18:51.26,-06:45:59.6,Vir,0.8,0.47,142,15.07,,11.72,11.13,10.77,23.81,S0,,,,,2MASX J12185128-0645589,,,,
IC,IC775,,,,G,Galaxy,12:18:53.67,+12:54:45.6,Vir,1.05,0.77,11,14.8,,11.21,10.49,10.24,23.09,E-S0,,,,,2MASX J12185371+1254457,,,,
IC,IC776,,,,G,Galaxy,12:19:02.90,+08:51:22.0,Vir,1.12,0.62,93,14.9,,,,,22.81,SBd,,,,,MCG +02-31-088,,,,
IC,IC777,,,,G,Galaxy,12:19:23.76,+28:18:35.8,Com,0.84,0.4,144,14.5,,12.02,11.35,11.04,22.54,SBb,,,,,2MASX J12192381+2818355,,,,
IC,IC784,,,,G,Galaxy,12:22:30.05,-04:39:09.7,Vir,2.11,0.6,96,13.9,,11.03,10.35,10.16,23.48,SABb,,,,,2MASX J12223004-0439096,,,,
IC,IC785,,,,G,Galaxy,12:23:02.08,-13:13:25.1,Crv,1.13,0.49,70,15.32,,12.3,11.56,11.49,23.56,SBc,,,,,2MASX J12230205-1313253,,,,
IC,IC786,,,,G,Galaxy,12:23:10.95,-13:12:16.8,Crv,1.03,0.89,176,15,,11.12,10.45,10.15,23.63,S0,,,,,2MASX J12231096-1312168,,,,
IC,IC789,,,,G,Galaxy,12:26:20.52,+07:27:36.6,Vir,1.01,0.58,140,15.2,,11.96,11.22,11.05,23.54,S0,,,,,2MASX J12262048+0727364,,,,
IC,IC792,,,,G,Galaxy,12:27:08.77,+16:19:31.4,Com,1.02,0.45,56,14.8,,12.24,11.59,11.26,23.02,Sb,,,,,2MASX J12270877+1619312,,,,
IC,IC793,,NGC4445,,Dup,Galaxy,12:28:15.93,+09:26:10.3,Vir,,,,,,,,,,,,,,,,,,,
IC,IC794,,,,G,Galaxy,12:28:08.61,+12:05:35.9,Vir,1.32,0.94,103,14.07,13.44,11.7,10.7,10.76,23.77,E,,,,,2MASX J12280859+1205356,,,,
IC,IC799,,NGC4520,,Dup,Galaxy,12:33:49.90,-07:22:32.0,Vir,,,,,,,,,,,,,,,,,,,
IC,IC800,,,,G,Galaxy,12:33:56.66,+15:21:17.4,Com,1.51,1.1,151,14.3,,11.19,11.34,10.58,23.11,Sc,,,,,2MASX J12335671+1521163,,,,
IC,IC801,,,,G,Galaxy,12:33:44.95,+52:15:17.3,CVn,1.1,0.92,55,14.8,,11.15,10.45,10.2,23.6,Sa,,,,,2MASX J12334501+5215170,,,,
IC,IC807,,,,G,Galaxy,12:42:12.49,-17:24:12.8,Crv,1.13,0.7,67,14.61,,11.26,10.58,10.09,23.59,E-S0,,,,,2MASX J12421249-1724129,,,,
IC,IC809,,,IC3672,G,Galaxy,12:42:08.66,+11:45:15.4,Vir,0.97,0.91,4,15.1,,11.59,10.89,10.61,23.27,E,,,,,2MASX J12420866+1145159,,,,
IC,IC811,,NGC4663,,Dup,Galaxy,12:44:47.05,-10:11:52.2,Vir,,,,,,,,,,,,,,,,,,,
IC,IC814,,,,G,Galaxy,12:45:34.14,-08:05:31.9,Vir,0.85,0.35,170,15.64,,12.05,11.41,11.08,24.11,E-S0,,,,,2MASX J12453412-0805301,,,,
IC,IC815,,,,G,Galaxy,12:46:22.67,+11:52:35.8,Vir,0.85,0.74,138,15.5,,11.89,11.18,10.98,23.79,E,,,,,2MASX J12462267+1152357,,,,
IC,IC816,,,,G,Galaxy,12:46:46.34,+09:51:02.0,Vir,1.1,0.7,34,15.1,,11.65,10.88,10.63,23.58,Sa,,,,,2MASX J12464634+0951016,,,,
IC,IC821,,,,G,Galaxy,12:47:26.16,+29:47:16.0,Com,1,0.92,121,14.5,,12.1,11.44,11.68,23.2,SABb,,,,,2MASX J12472618+2947154,,,,
IC,IC825,,,,G,Galaxy,12:50:19.17,-05:21:46.8,Vir,0.62,0.45,79,15.43,,13.82,13.63,12.94,23.29,E-S0,,,,,2MASX J12501917-0521468,,,,
IC,IC829,,,,G,Galaxy,12:52:27.43,-15:31:06.7,Crv,0.38,0.38,105,14.4,,11.1,10.07,10.1,21.06,S0,,,,,2MASX J12522742-1531070,,,,
